4	1	5.0	1373241600
13	1	5.0	1449792000
24	1	5.0	1399161600
11	1	5.0	1418688000
11	1	5.0	1418688000
11	1	5.0	1418688000
17	1	5.0	1430870400
17	1	5.0	1430870400
16	1	5.0	1430870400
16	1	5.0	1430870400
16	1	5.0	1430870400
19	1	5.0	1397433600
29	1	5.0	1419033600
33	1	5.0	1419033600
44	1	5.0	1426550400
44	1	5.0	1426550400
18	1	5.0	1356307200
5	1	5.0	1371513600
3	1	5.0	1375833600
3	1	5.0	1277337600
23	1	5.0	1372204800
39	1	5.0	1375747200
21	1	5.0	1398470400
36	1	5.0	1436140800
36	1	5.0	1436140800
36	1	5.0	1436140800
7	1	5.0	1356739200
2	1	5.0	1257897600
2	1	5.0	1257897600
45	1	5.0	1446508800
14	1	5.0	1293235200
20	1	5.0	1391212800
55	1	5.0	1435536000
32	1	5.0	1375833600
6	1	5.0	1257897600
6	1	5.0	1257897600
6	1	5.0	1257897600
22	1	5.0	1367712000
48	1	5.0	1422748800
40	1	5.0	1417219200
138	1	5.0	1426982400
138	1	5.0	1426982400
138	1	5.0	1426982400
30	1	5.0	1269302400
30	1	5.0	1269302400
43	1	5.0	1345680000
66	1	5.0	1418860800
133	1	5.0	1498780800
70	1	5.0	1395014400
51	1	5.0	1404172800
34	1	5.0	1267833600
57	1	5.0	1311897600
97	1	5.0	1475366400
97	1	5.0	1475366400
109	1	5.0	1291334400
53	1	5.0	1305158400
195	1	5.0	1432684800
195	1	5.0	1432684800
111	1	5.0	1372636800
93	1	5.0	1440028800
67	1	5.0	1373241600
85	1	5.0	1367971200
31	1	5.0	1218153600
117	1	5.0	1418860800
117	1	5.0	1418860800
91	1	5.0	1384128000
65	1	5.0	1368489600
64	1	5.0	1368489600
54	1	5.0	1404691200
82	1	5.0	1372204800
49	1	5.0	1370304000
49	1	5.0	1267833600
47	1	5.0	1342569600
73	1	5.0	1402617600
108	1	5.0	1259193600
27	1	5.0	1218153600
132	1	5.0	1426377600
132	1	5.0	1426377600
106	1	5.0	1476057600
106	1	5.0	1476057600
142	1	5.0	1347580800
186	1	5.0	1463097600
75	1	5.0	1267833600
59	1	5.0	1434931200
60	1	5.0	1434931200
137	1	5.0	1422576000
216	1	5.0	1435708800
216	1	5.0	1435708800
216	1	5.0	1435708800
216	1	5.0	1435708800
216	1	5.0	1435708800
246	1	5.0	1410998400
88	1	5.0	1359849600
161	1	5.0	1388016000
227	1	5.0	1492992000
338	1	5.0	1464566400
112	1	5.0	1422576000
218	1	5.0	1379462400
414	1	5.0	1403308800
331	1	5.0	1424995200
253	1	5.0	1498780800
207	1	5.0	1465862400
158	1	5.0	1291420800
146	1	5.0	1402790400
314	1	5.0	1367971200
241	1	5.0	1370908800
122	1	5.0	1418342400
122	1	5.0	1418342400
162	1	5.0	1422576000
94	1	5.0	1286064000
121	1	5.0	1364860800
87	1	5.0	1370304000
89	1	5.0	1370304000
92	1	5.0	1310601600
141	1	5.0	1390003200
129	1	5.0	1259193600
282	1	5.0	1293580800
244	1	5.0	1267401600
35	1	5.0	1274745600
35	1	5.0	1274745600
84	1	5.0	1350777600
256	1	5.0	1402790400
107	1	5.0	1225324800
181	1	5.0	1439251200
119	1	5.0	1268352000
50	1	5.0	1182211200
266	1	5.0	1395014400
152	1	5.0	1428710400
152	1	5.0	1428710400
311	1	5.0	1436140800
311	1	5.0	1436140800
311	1	5.0	1436140800
311	1	5.0	1436140800
123	1	5.0	1314748800
81	1	1.0	1177891200
110	1	5.0	1257897600
110	1	5.0	1257897600
264	1	5.0	1464220800
261	1	2.0	1476057600
261	1	2.0	1476057600
261	1	2.0	1476057600
90	1	5.0	1259193600
140	1	5.0	1362441600
171	1	5.0	1418688000
177	1	5.0	1418688000
194	1	5.0	1395014400
144	1	5.0	1259193600
193	1	5.0	1374796800
98	1	5.0	1325635200
310	1	5.0	1457827200
185	1	5.0	1311033600
116	1	5.0	1274572800
113	1	5.0	1181260800
120	1	5.0	1274572800
206	1	5.0	1361750400
206	1	5.0	1361750400
206	1	5.0	1361750400
147	1	5.0	1311552000
259	1	5.0	1450915200
257	1	5.0	1362441600
131	1	5.0	1320969600
254	1	5.0	1268352000
512	1	5.0	1429056000
448	1	5.0	1419724800
550	1	5.0	1366070400
422	1	5.0	1377388800
176	1	5.0	1311552000
159	1	5.0	1307232000
308	1	5.0	1440028800
135	1	5.0	1276646400
434	1	5.0	1422576000
416	1	5.0	1424995200
78	1	5.0	1339804800
78	1	5.0	1339804800
78	1	5.0	1323043200
78	1	5.0	1211587200
78	1	5.0	1339804800
78	1	5.0	1323043200
78	1	5.0	1211587200
209	1	5.0	1482710400
209	1	5.0	1482710400
209	1	5.0	1482710400
209	1	5.0	1482710400
209	1	5.0	1482710400
209	1	5.0	1482710400
209	1	5.0	1482710400
209	1	5.0	1482710400
209	1	5.0	1482710400
209	1	5.0	1482710400
209	1	5.0	1482710400
209	1	5.0	1482710400
209	1	5.0	1482710400
209	1	5.0	1482710400
209	1	5.0	1482710400
209	1	5.0	1482710400
209	1	5.0	1482710400
247	1	5.0	1434499200
247	1	5.0	1434499200
247	1	5.0	1434499200
289	1	5.0	1440979200
217	1	5.0	1309305600
347	1	5.0	1366588800
178	1	5.0	1294012800
178	1	5.0	1237334400
418	1	5.0	1310428800
287	1	5.0	1350259200
211	1	5.0	1341446400
151	1	3.0	1226102400
426	1	5.0	1318809600
232	1	2.0	1410998400
558	1	5.0	1371513600
86	1	5.0	1178582400
307	1	5.0	1311552000
551	1	5.0	1418428800
551	1	5.0	1418428800
551	1	5.0	1418428800
345	1	5.0	1317600000
156	1	5.0	1298246400
240	1	5.0	1420243200
240	1	5.0	1420243200
134	1	5.0	1267833600
352	1	3.0	1373846400
283	1	5.0	1294012800
395	1	5.0	1386892800
150	1	5.0	1182211200
154	1	5.0	1328745600
373	1	5.0	1299456000
373	1	5.0	1299456000
313	1	5.0	1132790400
337	1	5.0	1341532800
522	1	5.0	1475712000
522	1	5.0	1475712000
522	1	5.0	1475712000
522	1	5.0	1475712000
498	1	5.0	1259884800
478	1	5.0	1449792000
478	1	5.0	1449792000
519	1	5.0	1358121600
358	1	5.0	1413158400
821	1	5.0	1386892800
290	1	5.0	1181260800
736	1	5.0	1426550400
456	1	5.0	1363392000
581	1	5.0	1426550400
568	1	3.0	1422576000
285	1	5.0	1310947200
501	1	5.0	1277596800
391	1	5.0	1457395200
391	1	5.0	1457395200
349	1	5.0	1350691200
224	1	5.0	1342137600
224	1	5.0	1342137600
527	1	5.0	1451088000
527	1	5.0	1451088000
527	1	5.0	1451088000
527	1	5.0	1451088000
284	1	5.0	1297814400
187	1	5.0	1276905600
187	1	5.0	1178582400
294	1	5.0	1351555200
657	1	5.0	1435536000
657	1	5.0	1435536000
657	1	5.0	1435536000
657	1	3.0	1435536000
435	1	5.0	1339977600
796	1	5.0	1477008000
796	1	5.0	1477008000
463	1	5.0	1291680000
226	1	5.0	1327708800
425	1	5.0	1333411200
735	1	5.0	1320624000
252	1	3.0	1113523200
537	1	5.0	1393200000
315	1	1.0	1337558400
534	1	5.0	1367193600
465	1	5.0	1254873600
517	1	5.0	1362441600
302	1	5.0	1335744000
389	1	5.0	1371513600
640	1	5.0	1349654400
356	1	5.0	1449792000
356	1	5.0	1449792000
356	1	5.0	1449792000
356	1	5.0	1449792000
356	1	5.0	1257724800
663	1	5.0	1467676800
210	1	5.0	1213574400
439	1	5.0	1438300800
439	1	5.0	1438300800
328	1	5.0	1316995200
299	1	5.0	1348531200
502	1	5.0	1347926400
392	1	5.0	1304294400
269	1	2.0	1308528000
248	1	5.0	1475366400
248	1	5.0	1475366400
248	1	5.0	1475366400
248	1	5.0	1475366400
248	1	5.0	1350777600
248	1	5.0	1274745600
651	1	5.0	1425427200
