4,22,0.37920500245796124,892334644
749,1088,0.024896259582344746,881602596
1,66,0.20288266760108298,878543030
853,245,0.2733132833749761,879365091
416,187,0.2840235998904266,893214128
852,568,0.2965747937590601,891037947
763,157,0.16962102195341636,878917467
804,763,0.2143952380409769,879443776
536,62,0.16390558083575052,882360873
745,12,0.3594924597758656,880123905
762,256,0.02759598838186758,878719448
417,20,0.1261565137603134,880949408
907,147,0.2204808687544981,885862325
187,209,0.24785059330399123,879465370
14,42,0.21134821680206767,879119579
897,168,0.4406318845035125,879991341
595,591,0.17564841685778848,886921344
472,581,0.10606681396601732,875981551
364,286,0.5253587298267781,875931309
347,276,0.41373859491171694,881652657
207,68,0.18131911246767035,877125350
477,553,0.07998923541433471,875941155
445,752,0.15449577734627398,891199167
397,615,0.08901870112725103,885349562
450,155,0.10686767780103519,882396564
276,42,0.23176123286695696,874791623
327,133,0.1903031757735866,887745662
229,344,0.20902853761559256,891633028
929,483,0.319708611624142,879640036
916,132,0.31624855565886417,880844597
295,67,0.12026973463626998,879519042
782,1399,0.014701610787784902,891498919
577,168,0.42907212983221527,880472124
933,569,0.0861404600456485,874938850
145,266,0.05752699634352104,877343000
457,162,0.1253905422124779,882548793
132,124,0.1814300549472768,891278996
1,82,0.34735806996157803,878542589
867,175,0.29417672110013626,880078818
606,685,0.257062664326978,880923349
104,678,0.2947890523159705,888442404
935,476,0.2157618752792251,884472465
378,21,0.10989675686467651,880044944
544,1280,0.025060039654414324,884795542
417,56,0.5077285771524191,879647519
244,318,0.37870358169400525,880603082
846,580,0.05327298174590617,883949335
299,186,0.271420500284693,889503233
280,22,0.35429422531508675,891700552
1,78,0.05857411186774736,878543176
407,177,0.14747375553243952,887833034
483,199,0.2054383386446146,882165665
719,620,0.056497883032221884,879359034
476,201,0.11823949877314735,883364324
452,521,0.12936675140144782,885545770
84,748,0.3834590482947705,883449530
305,196,0.3262461992504234,886324097
875,289,0.35310564647992376,876464800
417,77,0.20558420667173516,879649304
457,1221,0.05217524187099942,882549438
758,827,0.07303025634624175,882055257
354,45,0.10762500135910151,891218046
497,163,0.10380164477564882,879363181
416,432,0.23368884429551887,878879861
497,951,0.033003145021952875,879363695
373,197,0.29696474575469123,877099352
244,3,0.12915345171482892,880602451
130,248,0.14874330416034412,874953769
655,356,0.13349485652087673,887430804
