4	22	4	892334644
749	1088	2	881602596
1	66	4	878543030
853	245	3	879365091
416	187	5	893214128
852	568	4	891037947
763	157	4	878917467
804	763	4	879443776
536	62	4	882360873
745	12	5	880123905
762	256	3	878719448
417	20	2	880949408
907	147	5	885862325
187	209	4	879465370
14	42	4	879119579
897	168	3	879991341
595	591	4	886921344
472	581	4	875981551
364	286	5	875931309
347	276	3	881652657
207	68	2	877125350
477	553	5	875941155
445	752	1	891199167
397	615	5	885349562
450	155	4	882396564
276	42	4	874791623
327	133	4	887745662
229	344	5	891633028
929	483	4	879640036
916	132	3	880844597
295	67	4	879519042
782	1399	2	891498919
577	168	5	880472124
933	569	1	874938850
145	266	3	877343000
457	162	5	882548793
132	124	4	891278996
1	82	5	878542589
867	175	5	880078818
606	685	3	880923349
104	678	2	888442404
935	476	4	884472465
378	21	3	880044944
544	1280	3	884795542
417	56	5	879647519
244	318	5	880603082
846	580	5	883949335
299	186	3	889503233
280	22	5	891700552
1	78	1	878543176
407	177	4	887833034
483	199	3	882165665
719	620	4	879359034
476	201	4	883364324
452	521	3	885545770
84	748	4	883449530
305	196	4	886324097
875	289	4	876464800
417	77	3	879649304
457	1221	4	882549438
758	827	3	882055257
354	45	5	891218046
497	163	2	879363181
416	432	2	878879861
497	951	2	879363695
373	197	3	877099352
244	3	5	880602451
130	248	3	874953769
655	356	3	887430804
406	675	4	879792897
543	651	3	877546306
736	286	4	878709365
454	50	4	881959144
304	111	3	884968264
653	1478	2	880153705
257	289	4	879029543
94	410	4	891721494
241	887	4	887249685
868	480	4	877103280
923	273	5	880387474
401	724	4	891033319
51	679	3	883498937
73	514	4	888626153
733	696	3	879535909
194	208	3	879521329
58	121	2	892242300
681	310	3	885409572
629	319	4	880116722
109	356	4	880578711
524	96	4	884635172
437	166	4	880140398
318	4	2	884497516
416	172	5	893213796
598	269	3	886710494
13	508	3	882140426
270	306	5	876953744
12	276	4	879959488
374	31	5	880396659
86	327	4	879570218
532	1312	4	888631036
276	551	3	874792767
271	117	3	886106003
533	1174	3	882821669
224	893	3	888082350
848	1126	5	887043265
576	9	3	887168978
689	121	5	876676433
374	82	4	880394484
435	317	2	884132483
188	226	3	875074266
118	98	5	875384979
623	127	4	891032275
344	95	4	884901180
902	87	4	879465834
489	988	3	891446982
897	187	5	879990622
238	1258	1	883576666
308	546	3	887740500
932	1451	5	891249675
642	732	4	885605538
452	187	3	875265265
776	174	5	891629157
330	286	5	876543768
222	101	4	878183539
798	945	3	875743518
250	204	2	878091682
916	213	4	880844675
805	648	4	881696729
880	435	4	880167778
679	69	4	884487688
11	94	3	891905324
748	137	3	879454958
622	154	4	882669740
186	684	4	879023599
537	91	2	886031438
38	82	5	892429903
442	42	4	883388401
402	273	4	876267014
156	157	4	888185906
286	301	5	879780879
643	356	4	891448218
122	511	5	879270084
283	210	5	879298206
615	527	4	879448399
297	24	4	874954260
690	127	4	881178213
92	410	3	875640583
401	282	3	891032584
49	919	5	888066133
705	1544	4	883427691
870	508	3	881001249
767	177	5	891462614
639	168	1	891240678
457	1210	4	882549905
618	25	2	891308260
365	285	4	891303999
200	215	4	884129346
405	232	4	885547314
405	1221	1	885546155
217	825	3	889070266
416	210	5	893213918
655	1257	3	887433685
608	603	5	880403537
49	358	1	888065805
31	303	3	881547719
346	64	4	874948214
487	432	3	883447015
639	135	4	891239239
938	678	3	891356282
274	405	4	878945840
712	585	4	874730234
606	537	2	880925074
454	463	2	888267560
848	181	5	887046674
385	134	5	879441538
116	531	2	876453519
741	479	5	891456874
398	13	3	875652318
354	196	3	891218457
457	50	5	882393620
586	210	4	884059027
344	473	4	884900248
535	921	4	879617489
213	121	5	878870940
181	1040	1	878962997
47	289	4	879439040
663	466	3	889493467
314	216	3	877888722
201	473	3	884141470
645	73	3	892055445
442	168	4	883388325
896	241	5	887158791
191	316	5	891561456
870	558	4	879270313
877	640	2	882677311
761	1152	2	876190623
562	727	5	879196267
269	939	2	891448177
906	286	5	879434335
399	755	2	882344757
25	427	4	885852059
460	224	4	882911603
804	1065	3	879441727
224	162	4	888103611
305	469	2	886323757
254	451	2	886474426
875	23	5	876466687
853	307	1	879364744
263	50	5	891300029
650	367	2	891387490
887	100	2	881377854
295	196	5	879966498
269	70	1	891447280
748	97	4	879454848
474	211	5	887925751
158	39	5	880134398
345	382	4	884992725
300	881	5	875650105
279	169	5	875306910
764	86	3	876246358
486	718	3	879874449
456	12	3	881373655
342	152	4	874984341
267	294	3	878970155
253	806	4	891628181
82	168	5	878769748
178	1197	4	882824055
385	1017	3	883791666
350	483	5	882347734
747	39	4	888640684
880	287	4	892958966
13	908	1	886302385
405	1359	1	885549790
12	191	5	879960801
711	1117	4	883589726
363	56	5	891495301
922	135	2	891453820
57	588	4	883698454
660	94	2	891201887
391	510	5	877399066
118	164	5	875385386
838	124	4	887063696
780	186	4	891363651
286	57	5	877533419
771	128	2	880659482
359	1	4	886453214
394	38	4	881058146
116	298	3	876452555
450	402	4	882395662
514	393	3	876067592
806	82	4	882389179
92	258	4	886440479
87	2	4	879876074
16	502	4	877723670
541	655	4	883864782
308	479	5	887738346
842	315	3	891217834
868	117	2	877110332
100	294	4	891375313
592	591	4	882608402
276	269	4	885871420
472	233	4	875981759
32	271	3	883709953
561	708	3	885809447
363	393	4	891497925
889	55	4	880181191
897	232	5	879994113
709	564	1	879848318
639	792	2	891240752
455	121	4	878585685
334	185	4	891545950
286	537	4	889651402
293	447	4	888907290
72	684	4	880037203
158	1047	4	880134261
222	151	3	878182109
342	1167	1	875319854
524	204	3	884635358
141	988	3	884584460
468	423	4	875296868
807	50	5	892529076
728	100	5	879443321
568	482	4	877907781
907	268	4	885860288
694	178	4	875727099
716	204	5	879795543
320	976	2	884749567
60	601	4	883325944
472	501	3	875982868
119	845	4	886176922
358	638	3	891269584
643	77	3	891449557
230	7	3	880484476
368	96	3	889783678
587	313	5	892870956
83	543	2	887665445
592	28	4	882956586
336	742	3	877759928
66	248	4	883601426
232	170	5	888549929
476	202	4	883364295
527	174	4	879455847
834	287	2	890862974
868	180	4	877104913
7	651	5	891350932
789	1161	3	880332189
564	831	3	888730658
489	885	4	891448861
130	206	3	875801695
296	24	2	884196605
614	255	5	879464119
151	488	4	879524900
37	546	3	880915565
745	515	4	880122863
308	197	3	887736743
851	234	4	875731189
933	183	4	874853819
276	807	2	874795574
234	675	4	892078342
398	735	4	875659266
454	566	4	888267087
804	357	5	879441450
690	79	4	881179809
774	62	2	888557520
900	9	2	877832868
567	613	4	882426927
342	149	5	874984788
472	122	3	875979153
699	294	3	878881676
892	71	3	886608348
276	313	5	885159577
28	145	3	881961904
395	739	3	886481149
173	328	5	877557028
605	678	1	879366335
607	498	4	883879556
432	24	1	889416188
342	240	3	875318629
504	215	4	887908861
806	273	4	882385524
3	303	3	889236983
294	926	3	877819713
332	655	5	888360248
892	487	5	886609295
567	517	5	882426673
178	274	4	882824253
910	597	3	881421048
435	432	3	884132968
286	97	4	877533101
303	393	4	879484981
268	369	1	875744021
122	423	4	879270805
327	959	5	887819161
524	259	3	884320358
29	300	3	882820897
846	176	4	883947694
904	9	4	879735316
114	183	5	881260545
488	238	1	891375965
359	250	4	886453354
201	637	3	884112627
441	338	4	891035289
523	382	5	883701018
12	195	4	879959670
321	14	3	879438825
480	183	4	891208651
450	714	4	882472144
234	96	2	892334141
345	297	4	884994156
457	179	4	882397963
454	15	2	881960029
75	678	3	884049758
345	65	4	884992158
549	100	4	881672333
653	510	2	880150040
466	349	2	890283636
804	139	3	879444943
437	692	4	880143115
354	904	5	891180419
927	63	4	879197074
313	674	2	891029918
617	424	1	883789716
56	51	3	892677186
296	79	4	884197068
846	1055	3	883949459
183	356	3	891466447
