4,22,0.23298,892334644
749,1088,0.10935,881602596
1,66,0.22066,878543030
853,245,0.21335,879365091
416,187,0.21395,893214128
852,568,0.22007,891037947
763,157,0.20693,878917467
804,763,0.20595,879443776
536,62,0.18618,882360873
745,12,0.22547,880123905
762,256,0.10905,878719448
417,20,0.16767,880949408
907,147,0.20964,885862325
187,209,0.21259,879465370
14,42,0.21121,879119579
897,168,0.24326,879991341
595,591,0.20319,886921344
472,581,0.16411,875981551
364,286,0.24738,875931309
347,276,0.2437,881652657
207,68,0.20021,877125350
477,553,0.15786,875941155
445,752,0.13661,891199167
397,615,0.14968,885349562
450,155,0.17989,882396564
276,42,0.24939,874791623
327,133,0.20391,887745662
229,344,0.14579,891633028
929,483,0.2262,879640036
916,132,0.22443,880844597
295,67,0.19461,879519042
782,1399,0.09055,891498919
577,168,0.24277,880472124
933,569,0.19417,874938850
145,266,0.15248,877343000
457,162,0.18227,882548793
132,124,0.21017,891278996
1,82,0.22867,878542589
867,175,0.22602,880078818
606,685,0.20621,880923349
104,678,0.2154,888442404
935,476,0.2067,884472465
378,21,0.18421,880044944
544,1280,0.10973,884795542
417,56,0.26162,879647519
244,318,0.23664,880603082
846,580,0.13813,883949335
299,186,0.22458,889503233
280,22,0.23317,891700552
1,78,0.15482,878543176
407,177,0.18875,887833034
483,199,0.2048,882165665
719,620,0.1459,879359034
476,201,0.17749,883364324
452,521,0.18025,885545770
84,748,0.23347,883449530
305,196,0.22204,886324097
875,289,0.23081,876464800
417,77,0.19037,879649304
457,1221,0.13768,882549438
758,827,0.14944,882055257
354,45,0.16618,891218046
497,163,0.18075,879363181
416,432,0.21788,878879861
497,951,0.14991,879363695
373,197,0.2105,877099352
244,3,0.18027,880602451
130,248,0.15548,874953769
655,356,0.17717,887430804
406,675,0.13482,879792897
543,651,0.18637,877546306
736,286,0.25636,878709365
454,50,0.28391,881959144
304,111,0.23426,884968264
653,1478,0.10136,880153705
257,289,0.23154,879029543
94,410,0.20214,891721494
241,887,0.1388,887249685
868,480,0.20761,877103280
923,273,0.22559,880387474
401,724,0.17483,891033319
51,679,0.16886,883498937
73,514,0.20503,888626153
733,696,0.16844,879535909
194,208,0.21915,879521329
58,121,0.25683,892242300
681,310,0.1752,885409572
629,319,0.20571,880116722
109,356,0.17908,880578711
524,96,0.23986,884635172
437,166,0.12986,880140398
318,4,0.21378,884497516
416,172,0.24326,893213796
598,269,0.22772,886710494
13,508,0.21283,882140426
270,306,0.16347,876953744
12,276,0.2393,879959488
374,31,0.20016,880396659
86,327,0.20923,879570218
532,1312,0.09486,888631036
276,551,0.19992,874792767
